passage_id,chapter,section,subsection,formal_section,page,text,text_clean,word_count,cluster,cluster_name,x,y,neighbor_1,neighbor_2,neighbor_3,neighbor_4,neighbor_5
p1009,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Unknown,Part 10: Majors and Courses,371,"In this course students will learn how the U.S. legal system actually operates: the 3 branches of government (legislators, judges, and agencies), the 3 levels of government (local, state, and federal), and the 4 main actors (judges, lawmakers, bureaucrats who regulate your daily life, and lawyers who have to deal with all the others). You will also learn about the principles of and tools for interpreting laws and regulations. Students will do practical exercises on current issues throughout the term to best develop their oral and written advocacy skills. PUBPOL 220 Introduction to Regulatory Governance (4 credits) The course will help you to understand the nature of regulatory governance in complex social environments. We will explore the reasons why governments and others use regulation as a tool to achieve policy goals, and how regulation is implemented and enforced in daily practice. Building on the work of leading regulatory governance scholars, we will explore how their theoretical insights could be applied in practical settings. Throughout the course, we will essentially ask: what can regulatory governance accomplish and what is beyond its reach?","In this course students will learn how the U.S. legal system actually operates: the 3 branches of government (legislators, judges, and agencies), the 3 levels of government (local, state, and federal), and the 4 main actors (judges, lawmakers, bureaucrats who regulate your daily life, and lawyers who have to deal with all the others). You will also learn about the principles of and tools for interpreting laws and regulations. Students will do practical exercises on current issues throughout the term to best develop their oral and written advocacy skills. PUBPOL 220 Introduction to Regulatory Governance (4 credits) The course will help you to understand the nature of regulatory governance in complex social environments. We will explore the reasons why governments and others use regulation as a tool to achieve policy goals, and how regulation is implemented and enforced in daily practice. Building on the work of leading regulatory governance scholars, we will explore how their theoretical insights could be applied in practical settings. Throughout the course, we will essentially ask: what can regulatory governance accomplish and what is beyond its reach?",181,3,Public Policy & Social Sciences,10.121826,2.5234387,p0503,p1020,p0828,p0490,p1019
p1010,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Unknown,Part 10: Majors and Courses,371,"PUBPOL 301 Political Analysis for Public Policy-Making (4 credits) How and why do policies come about? What is the role of media, non-governmental organizations, and politicians? Why do some issues attract the attention of policymakers while others do not? What are the obstacles for policy change? Some of the questions will be answered in this course. This course will examine the political aspects of public policy from an explicitly comparative perspective. Public policy making is not a rational, straightforward process, but is heavily shaped by processes, institutions, and actors. During the course, we will identify relevant official and non-","PUBPOL 301 Political Analysis for Public Policy-Making (4 credits) How and why do policies come about? What is the role of media, non-governmental organizations, and politicians? Why do some issues attract the attention of policymakers while others do not? What are the obstacles for policy change? Some of the questions will be answered in this course. This course will examine the political aspects of public policy from an explicitly comparative perspective. Public policy making is not a rational, straightforward process, but is heavily shaped by processes, institutions, and actors. During the course, we will identify relevant official and non-",99,3,Public Policy & Social Sciences,9.9418335,2.8406513,p1011,p0506,p0497,p0503,p1018
p1011,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Unknown,Part 10: Majors and Courses,372,"official actors, contextual factors, and particular processes, ultimately learning how these shape public policy. Prerequisite(s): PUBPOL 101 or POLSCI 201 PUBPOL 303 Policy Choice as Value Conflict (4 credits) Public policy should be informed by evidence and facts, but it cannot be determined by them. People disagree about public policy not only because they disagree about empirical matters but also because they hold different understandings of familiar politic al concepts and they assign different weightings to competing political values. This course aims both to illustrate these general propositions and, more importantly, to introduce the tools and techniques with which one can construct and critique reasoned arguments about the political concepts and values that underpin policy choice. The course will be divided into four sections, each of which focuses on a set of contemporary policy disputes whose resolution depends upon clarifying and justifying our understanding of an underlying political concept and its associated values. The four concepts whose policy implications we shall explore are: democracy, justice, liberty, and rights. Readings are mostly works of contemporary political philosophy.","official actors, contextual factors, and particular processes, ultimately learning how these shape public policy. Prerequisite(s): PUBPOL 101 or POLSCI 201 PUBPOL 303 Policy Choice as Value Conflict (4 credits) Public policy should be informed by evidence and facts, but it cannot be determined by them. People disagree about public policy not only because they disagree about empirical matters but also because they hold different understandings of familiar politic al concepts and they assign different weightings to competing political values. This course aims both to illustrate these general propositions and, more importantly, to introduce the tools and techniques with which one can construct and critique reasoned arguments about the political concepts and values that underpin policy choice. The course will be divided into four sections, each of which focuses on a set of contemporary policy disputes whose resolution depends upon clarifying and justifying our understanding of an underlying political concept and its associated values. The four concepts whose policy implications we shall explore are: democracy, justice, liberty, and rights. Readings are mostly works of contemporary political philosophy.",176,3,Public Policy & Social Sciences,9.860832,2.650442,p1010,p0968,p0972,p0971,p0982
p1012,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): PUBPOL 101,Part 10: Majors and Courses,372,"PUBPOL 304 Microeconomic Policy Tools (4 credits) Development and application of analytical economic tools in a policy environment. Emphasis on application of economic methods in a variety of policy settings and developing testable hypotheses that might be used to guide economic policy. Analytical topics include willingness to pay, derived demand, multi -market interactions, comparative advantage, investment analysis, and decision making under uncertainty. Applications include tax analysis, including incidence, effective protection, shadow pricing, introduction to government expenditures, labor market policy, examples of regulation and pricing externalities.","PUBPOL 304 Microeconomic Policy Tools (4 credits) Development and application of analytical economic tools in a policy environment. Emphasis on application of economic methods in a variety of policy settings and developing testable hypotheses that might be used to guide economic policy. Analytical topics include willingness to pay, derived demand, multi -market interactions, comparative advantage, investment analysis, and decision making under uncertainty. Applications include tax analysis, including incidence, effective protection, shadow pricing, introduction to government expenditures, labor market policy, examples of regulation and pricing externalities.",85,3,Public Policy & Social Sciences,10.327336,3.023446,p0506,p0724,p1015,p1018,p0711
p1013,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): PUBPOL 101. Anti-requisite: ECON 201,Part 10: Majors and Courses,372,"PUBPOL 305 - War and Public Health in Africa (4 credits) An inquiry into the nature of contemporary war in sub -Saharan Africa and its human cost. Uses public health as a parameter to assess the impact of organized collective violence on people’s lives. Link between war and public health established and measured with respect to civilian deaths, gender based violence, physical and psychological trauma, mental disorders, malnutrition and famine, and the spread of epidemic diseases, inter alia HIV/AIDS. Special attention is given to rape as “a weapon of war”, to the trafficking of human beings in war zones, the child soldier phenomenon, and to death counts as a vector of humanitarian or political advocacy. PUBPOL 306 International Development and Poverty (4 credits) What factors account for the persistence of poverty in some countries? Is it always going to be the same way – i.e., will poor people remain poor within the foreseeable future – or can something be","PUBPOL 305 - War and Public Health in Africa (4 credits) An inquiry into the nature of contemporary war in sub -Saharan Africa and its human cost. Uses public health as a parameter to assess the impact of organized collective violence on people’s lives. Link between war and public health established and measured with respect to civilian deaths, gender based violence, physical and psychological trauma, mental disorders, malnutrition and famine, and the spread of epidemic diseases, inter alia HIV/AIDS. Special attention is given to rape as “a weapon of war”, to the trafficking of human beings in war zones, the child soldier phenomenon, and to death counts as a vector of humanitarian or political advocacy. PUBPOL 306 International Development and Poverty (4 credits) What factors account for the persistence of poverty in some countries? Is it always going to be the same way – i.e., will poor people remain poor within the foreseeable future – or can something be",159,3,Public Policy & Social Sciences,9.405562,3.2918706,p0488,p1004,p0789,p0787,p1014
p1014,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): PUBPOL 101. Anti-requisite: ECON 201,Part 10: Majors and Courses,373,"done to reduce poverty (or at least alleviate its most painful c onsequences)? Academics and policymakers have come up with alternative formulations as they have attempted to deal with poverty over the last 50 years. This class provides students with an overview of social and economic development in developing countries since the early 1950s. What problems do residents of developing countries face, what kinds of solutions have been advanced to deal with these problems, how have different solutions fared in practice, and what needs to be done now and in future? The course traces how development practice has evolved in the theoretical literature, and students use this knowledge to investigate what needs to be done now and in future.","done to reduce poverty (or at least alleviate its most painful c onsequences)? Academics and policymakers have come up with alternative formulations as they have attempted to deal with poverty over the last 50 years. This class provides students with an overview of social and economic development in developing countries since the early 1950s. What problems do residents of developing countries face, what kinds of solutions have been advanced to deal with these problems, how have different solutions fared in practice, and what needs to be done now and in future? The course traces how development practice has evolved in the theoretical literature, and students use this knowledge to investigate what needs to be done now and in future.",119,3,Public Policy & Social Sciences,9.340685,3.0335662,p1046,p1013,p0964,p1008,p1004
p1015,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): GLHLTH 101,Part 10: Majors and Courses,373,"PUBPOL 307 Market Power and Public Policy (4 credits) The purpose of antitrust laws is to control how firms attain and maintain their market position, presumably for the betterment of consumers, or at least for the benefit of society. Using a rigorous set of tools from microeconomic and game theory, this class w ill investigate the underpinnings of policies meant to deal with market power broadly defined, such as antitrust laws, the regulation of public utilities, the regulation of financial markets, and anti-dumping rules.","PUBPOL 307 Market Power and Public Policy (4 credits) The purpose of antitrust laws is to control how firms attain and maintain their market position, presumably for the betterment of consumers, or at least for the benefit of society. Using a rigorous set of tools from microeconomic and game theory, this class w ill investigate the underpinnings of policies meant to deal with market power broadly defined, such as antitrust laws, the regulation of public utilities, the regulation of financial markets, and anti-dumping rules.",84,3,Public Policy & Social Sciences,10.199497,2.8655064,p0426,p0506,p1012,p0503,p0495
p1016,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): ECON 202,Part 10: Majors and Courses,373,"PUBPOL 308 Managing the Oceans to Solve Global Problems (4 credits) This course highlights the importance of the oceans in addressing central development and environmental problems facing the world, including poverty, hunger, access to energy, climate change, and biodiversity loss. The fundamental role the oceans could play in helping to solve these problems depends on public policies created to manage them. The course will expose students to the important laws and policies that make the resources and services pro vided by the ocean resilient and sustainable, and explore challenges of protecting corals, regulating fishing and pollution, and helping climate refugees. PUBPOL 310 Family Rights and Human Rights (4 credits) Explores relationship between state, family formation, and individuals. Surveys regulation of sexuality, reproduction, adoption, immigration, and incarceration with focus mainly on U.S. and past 200 years. PUBPOL 311 Economic and Political History of the European Union (4 credits) The idea in the wake of WW II of a common Europe is still a long way from fulfilling its intended goals, with numerous challenges remaining. This multi -disciplinary course deciphers the complexities of the EU, predicts its future given its demographic, social and economic makeup, and","PUBPOL 308 Managing the Oceans to Solve Global Problems (4 credits) This course highlights the importance of the oceans in addressing central development and environmental problems facing the world, including poverty, hunger, access to energy, climate change, and biodiversity loss. The fundamental role the oceans could play in helping to solve these problems depends on public policies created to manage them. The course will expose students to the important laws and policies that make the resources and services pro vided by the ocean resilient and sustainable, and explore challenges of protecting corals, regulating fishing and pollution, and helping climate refugees. PUBPOL 310 Family Rights and Human Rights (4 credits) Explores relationship between state, family formation, and individuals. Surveys regulation of sexuality, reproduction, adoption, immigration, and incarceration with focus mainly on U.S. and past 200 years. PUBPOL 311 Economic and Political History of the European Union (4 credits) The idea in the wake of WW II of a common Europe is still a long way from fulfilling its intended goals, with numerous challenges remaining. This multi -disciplinary course deciphers the complexities of the EU, predicts its future given its demographic, social and economic makeup, and",194,3,Public Policy & Social Sciences,9.784469,3.0490415,p0425,p1004,p0742,p1002,p1008
p1017,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): ECON 202,Part 10: Majors and Courses,373,analyzes the EU’s institutions and the way they function. It examines its agricultural and industrial policies as well as investigates its monetary and economic policies. From its original six members,analyzes the EU’s institutions and the way they function. It examines its agricultural and industrial policies as well as investigates its monetary and economic policies. From its original six members,30,3,Public Policy & Social Sciences,10.462939,2.3708813,p0490,p0492,p1018,p0718,p0495
p1018,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),Prerequisite(s): ECON 202,Part 10: Majors and Courses,374,"to today’s twenty-seven, the course addresses the question of the future of the EU, which in spite of multiple differences, has created a unique political and economic model. PUBPOL 312 News as Moral Battleground (4 credits) Ethical inquiry into journalism and its effect on public d iscourse. Issues include accuracy, transparency, conflicts of interest and fairness. Topics include coverage of national security, government secrecy, plagiarism/fabrication, and trade-offs of anonymous sourcing. PUBPOL 315 Economics of the Public Sector (4 credits) Applies tools of intermediate micro economics to the public sector. Develops economic justifications for government intervention into the economy and examines and evaluates various government policies and programs. Provides a solid foundation for applied benefit cost analysis. Prerequisite(s): ECON 201 or PUBPOL 304","to today’s twenty-seven, the course addresses the question of the future of the EU, which in spite of multiple differences, has created a unique political and economic model. PUBPOL 312 News as Moral Battleground (4 credits) Ethical inquiry into journalism and its effect on public d iscourse. Issues include accuracy, transparency, conflicts of interest and fairness. Topics include coverage of national security, government secrecy, plagiarism/fabrication, and trade-offs of anonymous sourcing. PUBPOL 315 Economics of the Public Sector (4 credits) Applies tools of intermediate micro economics to the public sector. Develops economic justifications for government intervention into the economy and examines and evaluates various government policies and programs. Provides a solid foundation for applied benefit cost analysis. Prerequisite(s): ECON 201 or PUBPOL 304",122,3,Public Policy & Social Sciences,10.180326,3.0655844,p1010,p1012,p0570,p0507,p0426
p1019,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),PUBPOL 316 The Modern Regulatory State (4 credits),Part 10: Majors and Courses,374,"Much of the policymaking that structures our world emerges not from Congress or the courts, but from regulatory institutions. This course outlines the historical origins and evolution of modern regulatory institutions, focusing on the Western European and North American experience, from the nineteenth century to the present. For our purposes, “regulatory institutions” include not only public agencies, commissions, bureaus, and boards, but many quasi-public and private entities as well. As this course will reveal, these varied institutions have complex relationships with the businesses, organizations, and individuals whom they hope to regulate, as well as with legislatures, presidential administrations, and the courts. Course readings and discussions will incorporate a wide range of disciplinary perspectives, and include a discussion of the recent “revolt” against regulation. PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits) Plastic is ubiquitous in our modern lives, but its proliferation is increasingly questioned because of its adverse environmental impacts. This course examines plastic pollution from a politics and policy perspective. It does so by following the life cycle of plastics, from mining resources, refinement and manufacturing to using plastic in our daily lives to disposal. Throughout the life cycle, we will","Much of the policymaking that structures our world emerges not from Congress or the courts, but from regulatory institutions. This course outlines the historical origins and evolution of modern regulatory institutions, focusing on the Western European and North American experience, from the nineteenth century to the present. For our purposes, “regulatory institutions” include not only public agencies, commissions, bureaus, and boards, but many quasi-public and private entities as well. As this course will reveal, these varied institutions have complex relationships with the businesses, organizations, and individuals whom they hope to regulate, as well as with legislatures, presidential administrations, and the courts. Course readings and discussions will incorporate a wide range of disciplinary perspectives, and include a discussion of the recent “revolt” against regulation. PUBPOL 317 Plastic Planet: Pollution and Solutions (4 credits) Plastic is ubiquitous in our modern lives, but its proliferation is increasingly questioned because of its adverse environmental impacts. This course examines plastic pollution from a politics and policy perspective. It does so by following the life cycle of plastics, from mining resources, refinement and manufacturing to using plastic in our daily lives to disposal. Throughout the life cycle, we will",193,3,Public Policy & Social Sciences,9.972243,3.1914122,p0742,p1009,p1020,p0828,p0739
p1020,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),PUBPOL 316 The Modern Regulatory State (4 credits),Part 10: Majors and Courses,374,"consider policy tools for dealing with the i dentified issues. The course will have an explicit comparative perspective with case studies from around the world. PUBPOL 318 How to Change the World: The Role of Non-State Actors Regulation of societal risks was long seen as the province of state admini strative institutions, but recent theories and practice challenge this view. A move away from a state -centered approach to governance has created space for non -state actors to assume a myriad of regulatory roles. This course will introduce theories and practices of non-state regulation. Drawing on cases from across","consider policy tools for dealing with the i dentified issues. The course will have an explicit comparative perspective with case studies from around the world. PUBPOL 318 How to Change the World: The Role of Non-State Actors Regulation of societal risks was long seen as the province of state admini strative institutions, but recent theories and practice challenge this view. A move away from a state -centered approach to governance has created space for non -state actors to assume a myriad of regulatory roles. This course will introduce theories and practices of non-state regulation. Drawing on cases from across",99,3,Public Policy & Social Sciences,9.974937,2.5951376,p1021,p1009,p0497,p0410,p0828
p1021,Part 10: Majors and Courses,Courses with Course Subject: Public Policy (PUBPOL),PUBPOL 316 The Modern Regulatory State (4 credits),Part 10: Majors and Courses,375,"the globe, this course will explore the multifaceted roles non-state actors can play in regulatory and governance processes. Cases examining how private individuals, civil society organizations, social entrepreneurs, enterprises, philanthropists and others have tried to change the world will be analyzed. Prerequisite(s): PUBPOL 101 or Consent of the Instructor PUBPOL 410 Counterterrorism Law and Policy (4 credits) This course explores the novel legal and policy issues resulting from the United States' response to 9/11 attacks and the threat posed by modern terrorist organizations. Topics include preventative/preventive war; detention, interrogation, and prosecution of suspect terrorists; domestic surveillance; and government secrecy and public access to information.","the globe, this course will explore the multifaceted roles non-state actors can play in regulatory and governance processes. Cases examining how private individuals, civil society organizations, social entrepreneurs, enterprises, philanthropists and others have tried to change the world will be analyzed. Prerequisite(s): PUBPOL 101 or Consent of the Instructor PUBPOL 410 Counterterrorism Law and Policy (4 credits) This course explores the novel legal and policy issues resulting from the United States' response to 9/11 attacks and the threat posed by modern terrorist organizations. Topics include preventative/preventive war; detention, interrogation, and prosecution of suspect terrorists; domestic surveillance; and government secrecy and public access to information.",104,3,Public Policy & Social Sciences,9.8660755,2.3681371,p1020,p1011,p0828,p0410,p1009
p1022,Part 10: Majors and Courses,RINDSTU 393 Research Independent Study,Unknown,Part 10: Majors and Courses,376,"Research project mentored by an instructor with related interests and expertise, and the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Consent of instructor required.","Research project mentored by an instructor with related interests and expertise, and the major product of which is a substantive paper or written report containing significant analysis and interpretation of a previously approved topic. Consent of instructor required.",38,3,Public Policy & Social Sciences,4.7203355,1.2178352,p0832,p0044,p0707,p0040,p1075
p1023,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,377,"RELIG 101 Comparative Religious Studies (4 credits) Who are you? What might you become? What is the world and does the world have a purpose? Questions like these lie at the heart of religious traditions around the world, and have inspired and frightened humans since the very beginning of our history. In this course, we will explore some of these traditions by going on a vision quest, a journey for insight. We will encounter ghosts, people who can fly, charismatic healers, and many more weird things. This is a course that might change your life. Welcome to the study of religion. RELIG 102 Prophets and Priests (4 credits) This course studies the relationships among charismatic authority, priestly tradition, religious institutions, and state p ower. It uses as a case study the historical context of Palestine in the first century CE and examines the social and political context for the emergence of the Christian movement inspired by the teaching of Jesus of Nazareth. Topics include the nature of authority, religious resistance to state power, the concept of divine law, and popular sects. Other religious","RELIG 101 Comparative Religious Studies (4 credits) Who are you? What might you become? What is the world and does the world have a purpose? Questions like these lie at the heart of religious traditions around the world, and have inspired and frightened humans since the very beginning of our history. In this course, we will explore some of these traditions by going on a vision quest, a journey for insight. We will encounter ghosts, people who can fly, charismatic healers, and many more weird things. This is a course that might change your life. Welcome to the study of religion. RELIG 102 Prophets and Priests (4 credits) This course studies the relationships among charismatic authority, priestly tradition, religious institutions, and state p ower. It uses as a case study the historical context of Palestine in the first century CE and examines the social and political context for the emergence of the Christian movement inspired by the teaching of Jesus of Nazareth. Topics include the nature of authority, religious resistance to state power, the concept of divine law, and popular sects. Other religious",183,3,Public Policy & Social Sciences,7.1426277,1.3374736,p1024,p1029,p1030,p1025,p1026
p1024,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,377,"contexts may also be included in order to offer a comparative perspective. RELIG 103 Law and Revelation (4 credits) This course focuses on the concept of religious law, the traditions of jurisprudence that emerge in religious societies, and their relationship to the modern nation state. It introduces students to the Islamic concepts of Qur’an, Sharia, and Fiqh (jurisprudence) with a view to und erstanding how divine laws function in human societies. Topics include concepts of divine revelation, sacred texts, law codes, legal institutions and modern forms of fundamentalism. Other religious traditions may also be included by way of comparison. RELIG 104 Myth and Nation (4 credits) This course studies the role of religion in establishing the founding mythology of peoples and nations. It introduces students to the Jewish tradition by way of example, and considers the role of the foundational mythology of the Jews in multiple forms of Judaism from early Israelite religion to modern Zionism. The course leads to an examination of the experience of holocaust, the quest for Jewish statehood and its impact upon the political situation in the Middle East. In so doing the","contexts may also be included in order to offer a comparative perspective. RELIG 103 Law and Revelation (4 credits) This course focuses on the concept of religious law, the traditions of jurisprudence that emerge in religious societies, and their relationship to the modern nation state. It introduces students to the Islamic concepts of Qur’an, Sharia, and Fiqh (jurisprudence) with a view to und erstanding how divine laws function in human societies. Topics include concepts of divine revelation, sacred texts, law codes, legal institutions and modern forms of fundamentalism. Other religious traditions may also be included by way of comparison. RELIG 104 Myth and Nation (4 credits) This course studies the role of religion in establishing the founding mythology of peoples and nations. It introduces students to the Jewish tradition by way of example, and considers the role of the foundational mythology of the Jews in multiple forms of Judaism from early Israelite religion to modern Zionism. The course leads to an examination of the experience of holocaust, the quest for Jewish statehood and its impact upon the political situation in the Middle East. In so doing the",187,3,Public Policy & Social Sciences,7.168576,1.3267523,p1025,p1023,p1029,p0429,p1030
p1025,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,377,"course develops broad theoretical approaches in religious studies that can serve wider interests in understanding the relationship between nation, state, ethnicity, and religious belonging. Other religious contexts may be introduced by way of comparison. RELIG 105 Gods and People (4 credits) This course introduces the Hindu concepts of darsan (vision of the gods) and dharma (path) so as to explore how religious visions, as represented in art, architecture and mythology, engage the","course develops broad theoretical approaches in religious studies that can serve wider interests in understanding the relationship between nation, state, ethnicity, and religious belonging. Other religious contexts may be introduced by way of comparison. RELIG 105 Gods and People (4 credits) This course introduces the Hindu concepts of darsan (vision of the gods) and dharma (path) so as to explore how religious visions, as represented in art, architecture and mythology, engage the",72,5,"Arts, Media & Culture",7.1289053,1.3159983,p1024,p1027,p1029,p1023,p1026
p1026,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,378,"social and material reality of religious practitioners’ daily lives. In so doing it exposes the cultural power of religious frameworks to structure normative hierarchies of gender, class and race. Students gain a functional understanding of religious cultures that may be applied to other traditions and contexts by way of comparison. RELIG 106 Religion and Leadership (4 credits) Different religions have portrayed leaders in different ways, through stories, exemplars and which attributes of leaders and followers are emphasized or downplayed. Drawing upon a wide variety of resources in religious studies, history, philosophy, psychology, sociology, and cultural studies, this course will examine how a wide variety of religions depict leaders and leadership, highlighting both the differences and the similarities across religions and within religious traditions. The course will also draw upon research on leadership, cultural values, and norms to systematically compare and contrast how religion shapes perceptions of leadership. Applications explored will include religion-based portrayals of gender, race ethnicity, and age in assessing leaders. Also considered will be whether these portrayals make specific religious lenses more or less amenable to leadership development in different contexts (for exa mple where innovation is important or where co -","social and material reality of religious practitioners’ daily lives. In so doing it exposes the cultural power of religious frameworks to structure normative hierarchies of gender, class and race. Students gain a functional understanding of religious cultures that may be applied to other traditions and contexts by way of comparison. RELIG 106 Religion and Leadership (4 credits) Different religions have portrayed leaders in different ways, through stories, exemplars and which attributes of leaders and followers are emphasized or downplayed. Drawing upon a wide variety of resources in religious studies, history, philosophy, psychology, sociology, and cultural studies, this course will examine how a wide variety of religions depict leaders and leadership, highlighting both the differences and the similarities across religions and within religious traditions. The course will also draw upon research on leadership, cultural values, and norms to systematically compare and contrast how religion shapes perceptions of leadership. Applications explored will include religion-based portrayals of gender, race ethnicity, and age in assessing leaders. Also considered will be whether these portrayals make specific religious lenses more or less amenable to leadership development in different contexts (for exa mple where innovation is important or where co -",194,3,Public Policy & Social Sciences,6.960987,1.5590168,p0414,p1027,p1023,p0413,p1025
p1027,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,378,"leadership is essential). RELIG 107 Readings in Religious Literature (2 credits) This course introduces students to a variety of religious literature and sacred texts from across the world. Students learn how to read and interpret these texts and in this way come to reflect on the nature of religion and its function in human societies. In addition discussing fundamental theological questions about the nature of existence, the course will also examine the practical ways in which religions shape the embodied lives of religious practitioners across the world. RELIG 201 Confucianism, Daoism and Buddhism (4 credits) It is often said that there are three teachings that have defined Chinese society through th e ages. Confucianism, Daoism, and Buddhism are traditions that have produced some of the most profound, provoking, and funny ideas and practices in the history of humankind. In this course, we will examine these ideas and practices intellectually and exper ientially. In doing so, you will not only gain a firm knowledge of some of the most important sources of East -Asian culture, but also a new perspective on your own life.","leadership is essential). RELIG 107 Readings in Religious Literature (2 credits) This course introduces students to a variety of religious literature and sacred texts from across the world. Students learn how to read and interpret these texts and in this way come to reflect on the nature of religion and its function in human societies. In addition discussing fundamental theological questions about the nature of existence, the course will also examine the practical ways in which religions shape the embodied lives of religious practitioners across the world. RELIG 201 Confucianism, Daoism and Buddhism (4 credits) It is often said that there are three teachings that have defined Chinese society through th e ages. Confucianism, Daoism, and Buddhism are traditions that have produced some of the most profound, provoking, and funny ideas and practices in the history of humankind. In this course, we will examine these ideas and practices intellectually and exper ientially. In doing so, you will not only gain a firm knowledge of some of the most important sources of East -Asian culture, but also a new perspective on your own life.",183,1,"China, History & Society",7.2675667,1.0316705,p1029,p1028,p0775,p0797,p0668
p1028,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,378,"RELIG 202 Modern Buddhism (4 credits) An examination of Buddhism in Asia, Europe , and the United States from the mid -nineteenth century to the present. The course emphasizes how global exchanges resulted in the emergence of Buddhism in the United States and Europe , and the transformation of Buddhism in Asia. The course takes a number of case studies in the transformation of Buddhism including the emergence of humanistic Buddhism in modern China; the American encounter with Japanese Zen; and the relationship between Buddhism and ethnic militarism in Imperial Japan, Sri Lanka and Myanmar.","RELIG 202 Modern Buddhism (4 credits) An examination of Buddhism in Asia, Europe , and the United States from the mid -nineteenth century to the present. The course emphasizes how global exchanges resulted in the emergence of Buddhism in the United States and Europe , and the transformation of Buddhism in Asia. The course takes a number of case studies in the transformation of Buddhism including the emergence of humanistic Buddhism in modern China; the American encounter with Japanese Zen; and the relationship between Buddhism and ethnic militarism in Imperial Japan, Sri Lanka and Myanmar.",95,1,"China, History & Society",7.1784883,1.199234,p1027,p1029,p0454,p0775,p0811
p1029,Part 10: Majors and Courses,Courses with Course Subject: Religious Studies (RELIG),Unknown,Part 10: Majors and Courses,379,"In all cases the course examines how Buddhism transformed in response to the emergence of new global contexts. RELIG 203 Judaism, Christianity, and Islam (4 credits) In contrast to the Chinese concept of the “three traditions”, Islamic tradition came to define the overlapping identity of Jewish, Christian and Islamic peoples by the concept of “the people of the book”. This course offers an introduction to the three traditions of Judaism, Christianity and Islam by focusing on the concept of the sacred text as the written revelation of God. Comparisons between the Jewish Torah, Christian gospels and Islamic law, and the practices of scribes, commentators, and textual scholars illuminate the similarities and also differences between the three great monotheistic traditions of the world. RELIG 204 The Problem of Evil (4 credits) This courses explores the problem of evil for Eastern and Western religious thought and discusses several attempts to confront the reality of evil, to square that with one’s worldview, and to find a way of living with that worldview. This courses examines theological, philosophical, psychological, and popular cultural conceptions and responses.","In all cases the course examines how Buddhism transformed in response to the emergence of new global contexts. RELIG 203 Judaism, Christianity, and Islam (4 credits) In contrast to the Chinese concept of the “three traditions”, Islamic tradition came to define the overlapping identity of Jewish, Christian and Islamic peoples by the concept of “the people of the book”. This course offers an introduction to the three traditions of Judaism, Christianity and Islam by focusing on the concept of the sacred text as the written revelation of God. Comparisons between the Jewish Torah, Christian gospels and Islamic law, and the practices of scribes, commentators, and textual scholars illuminate the similarities and also differences between the three great monotheistic traditions of the world. RELIG 204 The Problem of Evil (4 credits) This courses explores the problem of evil for Eastern and Western religious thought and discusses several attempts to confront the reality of evil, to square that with one’s worldview, and to find a way of living with that worldview. This courses examines theological, philosophical, psychological, and popular cultural conceptions and responses.",181,5,"Arts, Media & Culture",7.276227,1.2935114,p1027,p1023,p1024,p1030,p0775
